Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,Total,Mean Sales,Medain Sales:,Std Dev
446-47-6729,Giza,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.982,209.622,01-02-2019,6:09:00 PM,Credit card,199.64,4.761904762,9.982,6.7,199.64,,,
573-10-3877,Cairo,Mandalay,Member,Male,Health and beauty,39.01,1,1.9505,40.9605,03-12-2019,4:46:00 PM,Credit card,39.01,4.761904762,1.9505,4.7,39.01,,,
735-06-4124,Giza,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.4305,51.0405,2/25/2019,3:31:00 PM,Cash,48.61,4.761904762,2.4305,4.4,48.61,,,
439-54-7422,Alex,Yangon,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,3/18/2019,5:15:00 PM,Credit card,204.76,4.761904762,10.238,4.7,204.76,,,
396-90-2219,Cairo,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.984,125.664,2/23/2019,12:29:00 PM,Cash,119.68,4.761904762,5.984,8.6,119.68,,,
411-77-0180,Alex,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,3/26/2019,8:14:00 PM,Ewallet,505.4,4.761904762,25.27,4.3,505.4,,,
286-01-5402,Alex,Yangon,Normal,Female,Sports and travel,40.23,7,14.0805,295.6905,3/30/2019,1:22:00 PM,Cash,281.61,4.761904762,14.0805,9.6,281.61,,,
803-17-8013,Alex,Yangon,Member,Female,Home and lifestyle,88.79,8,35.516,745.836,2/17/2019,5:09:00 PM,Cash,710.32,4.761904762,35.516,4.1,710.32,,,
512-98-1403,Alex,Yangon,Member,Female,Electronic accessories,26.48,3,3.972,83.412,3/21/2019,10:40:00 AM,Ewallet,79.44,4.761904762,3.972,4.7,79.44,,,
848-42-2560,Alex,Yangon,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,03-05-2019,5:43:00 PM,Cash,163.82,4.761904762,8.191,7.8,163.82,,,
532-59-7201,Cairo,Mandalay,Member,Male,Sports and travel,79.93,6,23.979,503.559,1/31/2019,2:04:00 PM,Cash,479.58,4.761904762,23.979,5.5,479.58,,,
181-94-6432,Giza,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.933,145.593,02-05-2019,7:05:00 PM,Ewallet,138.66,4.761904762,6.933,9.7,138.66,,,
870-76-1733,Alex,Yangon,Member,Female,Food and beverages,14.23,5,3.5575,74.7075,02-01-2019,10:08:00 AM,Credit card,71.15,4.761904762,3.5575,4.4,71.15,,,
423-64-4619,Alex,Yangon,Member,Female,Health and beauty,15.55,9,6.9975,146.9475,03-07-2019,1:12:00 PM,Cash,139.95,4.761904762,6.9975,5,139.95,,,
227-07-4446,Giza,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.065,820.365,02-10-2019,8:51:00 PM,Cash,781.3,4.761904762,39.065,4.4,781.3,,,
174-36-3675,Giza,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.937,208.677,2/14/2019,5:29:00 PM,Cash,198.74,4.761904762,9.937,5.2,198.74,,,
428-83-5800,Giza,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.162,66.402,02-09-2019,10:25:00 AM,Cash,63.24,4.761904762,3.162,7.3,63.24,,,
603-07-0961,Giza,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.6975,392.6475,01-10-2019,11:34:00 AM,Cash,373.95,4.761904762,18.6975,4.9,373.95,,,
704-20-4138,Giza,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.3845,218.0745,03-11-2019,6:58:00 PM,Credit card,207.69,4.761904762,10.3845,8.1,207.69,,,
787-15-1757,Giza,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.814,185.094,2/18/2019,4:28:00 PM,Ewallet,176.28,4.761904762,8.814,8.4,176.28,,,
649-11-3678,Giza,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2/26/2019,8:26:00 PM,Cash,206.37,4.761904762,10.3185,5.5,206.37,,,
622-20-1945,Giza,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.971,41.391,1/18/2019,3:08:00 PM,Cash,39.42,4.761904762,1.971,8.4,39.42,,,
372-94-8041,Alex,Yangon,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2/15/2019,6:03:00 PM,Ewallet,91.56,4.761904762,4.578,9.8,91.56,,,
563-91-7120,Alex,Yangon,Normal,Female,Fashion accessories,61.77,5,15.4425,324.2925,03-08-2019,1:21:00 PM,Cash,308.85,4.761904762,15.4425,6.7,308.85,,,
746-54-5508,Alex,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,1/17/2019,12:48:00 PM,Credit card,129.12,4.761904762,6.456,9.4,129.12,,,
276-54-0879,Cairo,Mandalay,Normal,Male,Sports and travel,97.74,4,19.548,410.508,03-12-2019,7:53:00 PM,Ewallet,390.96,4.761904762,19.548,6.4,390.96,,,
815-11-1168,Alex,Yangon,Member,Male,Food and beverages,99.78,5,24.945,523.845,03-09-2019,7:09:00 PM,Cash,498.9,4.761904762,24.945,5.4,498.9,,,
719-76-3868,Giza,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.852,395.892,03-12-2019,4:30:00 PM,Cash,377.04,4.761904762,18.852,8.6,377.04,,,
730-61-8757,Cairo,Mandalay,Member,Male,Health and beauty,51.13,4,10.226,214.746,1/25/2019,10:11:00 AM,Credit card,204.52,4.761904762,10.226,4,204.52,,,
340-66-0321,Alex,Yangon,Member,Male,Electronic accessories,36.36,4,7.272,152.712,3/25/2019,1:07:00 PM,Cash,145.44,4.761904762,7.272,7.6,145.44,,,
868-81-1752,Cairo,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,02-07-2019,6:48:00 PM,Cash,198.18,4.761904762,9.909,6.8,198.18,,,
634-97-8956,Alex,Yangon,Normal,Male,Food and beverages,32.9,3,4.935,103.635,2/17/2019,5:27:00 PM,Credit card,98.7,4.761904762,4.935,9.1,98.7,,,
566-71-1091,Alex,Yangon,Normal,Male,Fashion accessories,77.02,5,19.255,404.355,02-03-2019,3:59:00 PM,Cash,385.1,4.761904762,19.255,5.5,385.1,,,
442-48-3607,Alex,Yangon,Member,Male,Food and beverages,23.48,2,2.348,49.308,3/14/2019,11:21:00 AM,Credit card,46.96,4.761904762,2.348,7.9,46.96,,,
835-16-0096,Giza,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.675,77.175,3/24/2019,1:48:00 PM,Ewallet,73.5,4.761904762,3.675,8.5,73.5,,,
527-09-6272,Alex,Yangon,Member,Female,Electronic accessories,28.45,5,7.1125,149.3625,3/21/2019,10:17:00 AM,Credit card,142.25,4.761904762,7.1125,9.1,142.25,,,
898-04-2717,Alex,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,3/19/2019,3:49:00 PM,Ewallet,687.6,4.761904762,34.38,7.5,687.6,,,
692-27-8933,Cairo,Mandalay,Normal,Female,Sports and travel,57.95,6,17.385,365.085,2/24/2019,1:02:00 PM,Cash,347.7,4.761904762,17.385,5.2,347.7,,,
633-09-3463,Giza,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,3/28/2019,12:58:00 PM,Credit card,142.95,4.761904762,7.1475,9.5,142.95,,,
374-17-3652,Cairo,Mandalay,Member,Female,Food and beverages,42.82,9,19.269,404.649,02-05-2019,3:26:00 PM,Credit card,385.38,4.761904762,19.269,8.9,385.38,,,
378-07-7001,Cairo,Mandalay,Member,Male,Electronic accessories,48.09,3,7.2135,151.4835,02-10-2019,6:23:00 PM,Credit card,144.27,4.761904762,7.2135,7.8,144.27,,,
433-75-6987,Cairo,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,03-05-2019,7:06:00 PM,Ewallet,391.79,4.761904762,19.5895,8.9,391.79,,,
873-95-4984,Cairo,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2/15/2019,8:21:00 PM,Cash,538.3,4.761904762,26.915,7.7,538.3,,,
416-13-5917,Giza,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,1/30/2019,4:24:00 PM,Ewallet,485.15,4.761904762,24.2575,9.3,485.15,,,
150-89-8043,Alex,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2/14/2019,3:04:00 PM,Cash,133.95,4.761904762,6.6975,6.2,133.95,,,
135-84-8019,Alex,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2/27/2019,4:10:00 PM,Ewallet,701.37,4.761904762,35.0685,7.6,701.37,,,
441-94-7118,Alex,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,02-04-2019,12:14:00 PM,Cash,71.95,4.761904762,3.5975,7.3,71.95,,,
725-96-3778,Giza,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,1/20/2019,10:13:00 AM,Cash,714,4.761904762,35.7,4.7,714,,,
531-80-1784,Alex,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,3/28/2019,5:38:00 PM,Cash,182.14,4.761904762,9.107,5.1,182.14,,,
400-45-1220,Cairo,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2/27/2019,11:06:00 AM,Credit card,135,4.761904762,6.75,4.8,135,,,
860-79-0874,Giza,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2/15/2019,2:53:00 PM,Credit card,993,4.761904762,49.65,6.6,993,,,
834-61-8124,Alex,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,1/26/2019,6:22:00 PM,Cash,361.83,4.761904762,18.0915,5.5,361.83,,,
115-99-4379,Cairo,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,3/14/2019,7:02:00 PM,Credit card,383.11,4.761904762,19.1555,8.5,383.11,,,
565-67-6697,Cairo,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,03-02-2019,2:16:00 PM,Cash,243,4.761904762,12.15,4.8,243,,,
320-49-6392,Giza,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,03-04-2019,3:44:00 PM,Cash,30.24,4.761904762,1.512,8.4,30.24,,,
889-04-9723,Cairo,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,01-07-2019,12:20:00 PM,Credit card,356.56,4.761904762,17.828,7.8,356.56,,,
632-90-0281,Giza,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,03-08-2019,8:01:00 PM,Credit card,375.5,4.761904762,18.775,9.3,375.5,,,
554-42-2417,Giza,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,01-09-2019,1:45:00 PM,Cash,954.4,4.761904762,47.72,5.2,954.4,,,
453-63-6187,Cairo,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,03-01-2019,3:40:00 PM,Ewallet,82.5,4.761904762,4.125,6.5,82.5,,,
578-80-7669,Cairo,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,3/16/2019,4:58:00 PM,Cash,74.97,4.761904762,3.7485,5.6,74.97,,,
612-36-5536,Alex,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2/17/2019,11:12:00 AM,Credit card,647.68,4.761904762,32.384,7.4,647.68,,,
605-72-4132,Giza,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2/27/2019,3:12:00 PM,Cash,755.76,4.761904762,37.788,9.1,755.76,,,
471-41-2823,Giza,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,03-07-2019,8:37:00 PM,Ewallet,199.58,4.761904762,9.979,8,199.58,,,
462-67-9126,Alex,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,1/21/2019,5:44:00 PM,Cash,439.32,4.761904762,21.966,7.2,439.32,,,
272-27-9238,Giza,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2/19/2019,4:23:00 PM,Cash,164.96,4.761904762,8.248,7.1,164.96,,,
834-25-9262,Giza,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,01-06-2019,12:12:00 PM,Cash,326.72,4.761904762,16.336,9.1,326.72,,,
122-61-9553,Giza,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,3/14/2019,7:33:00 PM,Cash,461.88,4.761904762,23.094,5.6,461.88,,,
468-88-0009,Alex,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,3/24/2019,10:29:00 AM,Cash,263.76,4.761904762,13.188,6,263.76,,,
613-59-9758,Giza,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,1/27/2019,2:28:00 PM,Cash,143.6,4.761904762,7.18,5.4,143.6,,,
254-31-0042,Alex,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,03-06-2019,12:46:00 PM,Credit card,193.5,4.761904762,9.675,7.8,193.5,,,
201-86-2184,Cairo,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,02-02-2019,7:40:00 PM,Cash,183.82,4.761904762,9.191,9.9,183.82,,,
261-12-8671,Cairo,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,1/25/2019,7:39:00 PM,Credit card,121.92,4.761904762,6.096,4.9,121.92,,,
730-70-9830,Giza,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,3/14/2019,5:54:00 PM,Ewallet,420.66,4.761904762,21.033,5.2,420.66,,,
382-25-8917,Giza,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,1/29/2019,12:25:00 PM,Cash,252.48,4.761904762,12.624,8.9,252.48,,,
422-29-8786,Alex,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,01-03-2019,4:47:00 PM,Credit card,335.45,4.761904762,16.7725,9.1,335.45,,,
667-23-5919,Alex,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,1/14/2019,12:52:00 PM,Ewallet,483.5,4.761904762,24.175,7,483.5,,,
843-01-4703,Cairo,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,01-05-2019,7:50:00 PM,Credit card,318.42,4.761904762,15.921,9.6,318.42,,,
743-88-1662,Giza,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2/22/2019,6:17:00 PM,Ewallet,668.43,4.761904762,33.4215,8.7,668.43,,,
595-86-2894,Giza,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,02-06-2019,5:20:00 PM,Ewallet,387.92,4.761904762,19.396,9.4,387.92,,,
182-69-8360,Cairo,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,1:32:00 PM,Credit card,94.6,4.761904762,4.73,4,94.6,,,
289-15-7034,Alex,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,01-11-2019,10:37:00 AM,Credit card,329.32,4.761904762,16.466,7.5,329.32,,,
462-78-5240,Giza,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,3/19/2019,2:35:00 PM,Cash,53.22,4.761904762,2.661,4.2,53.22,,,
868-52-7573,Cairo,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,1/14/2019,12:09:00 PM,Cash,498.45,4.761904762,24.9225,9.9,498.45,,,
153-58-4872,Giza,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,03-01-2019,3:32:00 PM,Ewallet,299.56,4.761904762,14.978,4.2,299.56,,,
662-72-2873,Alex,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,01-06-2019,1:58:00 PM,Ewallet,204.7,4.761904762,10.235,9.9,204.7,,,
525-88-7307,Cairo,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,1/31/2019,1:19:00 PM,Cash,75.82,4.761904762,3.791,5.8,75.82,,,
689-16-9784,Giza,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,03-11-2019,1:37:00 PM,Cash,280.62,4.761904762,14.031,6,280.62,,,
725-56-0833,Alex,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,4:49:00 PM,Credit card,323.2,4.761904762,16.16,10,323.2,,,
394-41-0748,Giza,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,1/27/2019,2:55:00 PM,Ewallet,486.63,4.761904762,24.3315,9.5,486.63,,,
596-42-3999,Cairo,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,03-10-2019,2:04:00 PM,Credit card,127.54,4.761904762,6.377,6.6,127.54,,,
541-89-9860,Giza,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2/15/2019,12:31:00 PM,Cash,241.44,4.761904762,12.072,8.1,241.44,,,
173-82-9529,Cairo,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,1/26/2019,2:51:00 PM,Cash,379.5,4.761904762,18.975,9.7,379.5,,,
563-36-9814,Alex,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2/13/2019,6:27:00 PM,Ewallet,76.82,4.761904762,3.841,7.2,76.82,,,
308-47-4913,Alex,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,03-09-2019,12:45:00 PM,Credit card,522.6,4.761904762,26.13,6.2,522.6,,,
885-17-6250,Alex,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,03-06-2019,10:36:00 AM,Ewallet,79.74,4.761904762,3.987,7.3,79.74,,,
726-27-2396,Alex,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,1/24/2019,8:36:00 PM,Ewallet,387.5,4.761904762,19.375,4.3,387.5,,,
316-01-3952,Alex,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,3/13/2019,2:16:00 PM,Ewallet,271.35,4.761904762,13.5675,4.6,271.35,,,
760-54-1821,Cairo,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,3/15/2019,10:26:00 AM,Cash,122.31,4.761904762,6.1155,5.8,122.31,,,
793-10-3222,Cairo,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,03-05-2019,1:30:00 PM,Credit card,246.36,4.761904762,12.318,8.3,246.36,,,
346-12-3257,Cairo,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,03-04-2019,4:28:00 PM,Cash,173.16,4.761904762,8.658,8,173.16,,,
110-05-6330,Giza,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,3/25/2019,8:18:00 PM,Credit card,236.58,4.761904762,11.829,9.4,236.58,,,
651-61-0874,Giza,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,03-12-2019,8:04:00 PM,Credit card,184.88,4.761904762,9.244,6.2,184.88,,,
236-86-3015,Giza,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,02-04-2019,1:38:00 PM,Ewallet,13.98,4.761904762,0.699,9.8,13.98,,,
831-64-0259,Cairo,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2/22/2019,10:43:00 AM,Ewallet,198.75,4.761904762,9.9375,9.6,198.75,,,
587-03-7455,Giza,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2/16/2019,5:30:00 PM,Ewallet,684.53,4.761904762,34.2265,4.9,684.53,,,
882-40-4577,Alex,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,1/19/2019,3:28:00 PM,Credit card,269.04,4.761904762,13.452,8,269.04,,,
732-67-5346,Alex,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,01-11-2019,7:07:00 PM,Credit card,68.95,4.761904762,3.4475,7.8,68.95,,,
725-32-9708,Cairo,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,01-04-2019,7:01:00 PM,Cash,274.84,4.761904762,13.742,4.1,274.84,,,
256-08-8343,Alex,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,03-04-2019,7:48:00 PM,Ewallet,226.12,4.761904762,11.306,5.5,226.12,,,
372-26-1506,Giza,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,1/28/2019,7:24:00 PM,Ewallet,119.1,4.761904762,5.955,5.4,119.1,,,
244-08-0162,Cairo,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,01-02-2019,1:00:00 PM,Cash,342.1,4.761904762,17.105,5.1,342.1,,,
569-71-4390,Cairo,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,1/25/2019,2:29:00 PM,Ewallet,43.74,4.761904762,2.187,6.9,43.74,,,
132-23-6451,Alex,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,01-04-2019,1:21:00 PM,Cash,104.85,4.761904762,5.2425,7.8,104.85,,,
696-90-2548,Alex,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,03-10-2019,6:55:00 PM,Ewallet,77.52,4.761904762,3.876,6.6,77.52,,,
472-15-9636,Alex,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,3/22/2019,7:36:00 PM,Ewallet,407.44,4.761904762,20.372,9.2,407.44,,,
268-03-6164,Cairo,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,1/25/2019,4:28:00 PM,Ewallet,96.11,4.761904762,4.8055,7.8,96.11,,,
750-57-9686,Giza,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,01-08-2019,1:48:00 PM,Credit card,181.52,4.761904762,9.076,8.7,181.52,,,
186-09-3669,Giza,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,1/22/2019,10:57:00 AM,Ewallet,81.51,4.761904762,4.0755,9.2,81.51,,,
848-07-1692,Cairo,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,01-12-2019,5:13:00 PM,Ewallet,114.44,4.761904762,5.722,8.3,114.44,,,
745-71-3520,Alex,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,02-04-2019,10:23:00 AM,Cash,176.54,4.761904762,8.827,8.2,176.54,,,
266-76-6436,Giza,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,1:57:00 PM,Ewallet,115.8,4.761904762,5.79,7.5,115.8,,,
740-22-2500,Giza,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,1/23/2019,1:29:00 PM,Cash,252.15,4.761904762,12.6075,9.8,252.15,,,
271-88-8734,Giza,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,02-08-2019,1:00:00 PM,Credit card,972.1,4.761904762,48.605,8.7,972.1,,,
301-81-8610,Cairo,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,3/19/2019,7:42:00 PM,Credit card,203.36,4.761904762,10.168,6.7,203.36,,,
489-64-4354,Giza,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,03-09-2019,3:36:00 PM,Cash,16.28,4.761904762,0.814,5,16.28,,,
198-84-7132,Cairo,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,01-02-2019,1:40:00 PM,Cash,365.49,4.761904762,18.2745,7,365.49,,,
269-10-8440,Alex,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,1/21/2019,6:01:00 PM,Cash,372.19,4.761904762,18.6095,8.9,372.19,,,
650-98-6268,Cairo,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,3/20/2019,1:53:00 PM,Credit card,62.61,4.761904762,3.1305,8,62.61,,,
741-73-3559,Cairo,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2/27/2019,5:27:00 PM,Cash,336.35,4.761904762,16.8175,6.9,336.35,,,
325-77-6186,Alex,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,03-08-2019,10:53:00 AM,Ewallet,906.5,4.761904762,45.325,7.3,906.5,,,
286-75-7818,Cairo,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,1/31/2019,7:48:00 PM,Credit card,138.16,4.761904762,6.908,6.9,138.16,,,
574-57-9721,Giza,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,03-08-2019,4:53:00 PM,Ewallet,86.54,4.761904762,4.327,5.7,86.54,,,
459-50-7686,Alex,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,1/13/2019,7:14:00 PM,Ewallet,140.76,4.761904762,7.038,6.4,140.76,,,
616-87-0016,Cairo,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,03-09-2019,2:36:00 PM,Credit card,668.78,4.761904762,33.439,9.6,668.78,,,
837-55-7229,Cairo,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2/22/2019,6:19:00 PM,Credit card,47.44,4.761904762,2.372,6.8,47.44,,,
751-69-0068,Giza,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,3/19/2019,7:09:00 PM,Ewallet,893.16,4.761904762,44.658,9,893.16,,,
257-73-1380,Giza,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,1/20/2019,4:51:00 PM,Ewallet,331.72,4.761904762,16.586,9.6,331.72,,,
345-08-4992,Alex,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,03-08-2019,3:37:00 PM,Credit card,203.94,4.761904762,10.197,7.7,203.94,,,
549-96-4200,Giza,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,03-08-2019,8:15:00 PM,Ewallet,68.16,4.761904762,3.408,7,68.16,,,
810-60-6344,Giza,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,02-07-2019,2:38:00 PM,Credit card,326.88,4.761904762,16.344,6.5,326.88,,,
450-28-2866,Giza,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,7:25:00 PM,Cash,87.2,4.761904762,4.36,8.1,87.2,,,
394-30-3170,Cairo,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,3/22/2019,7:35:00 PM,Credit card,707.44,4.761904762,35.372,4.3,707.44,,,
138-17-5109,Alex,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,1/15/2019,3:42:00 PM,Credit card,802.89,4.761904762,40.1445,6.5,802.89,,,
192-98-7397,Giza,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,01-08-2019,2:11:00 PM,Ewallet,12.78,4.761904762,0.639,9.5,12.78,,,
301-11-9629,Alex,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,1/15/2019,10:43:00 AM,Cash,133.7,4.761904762,6.685,9.7,133.7,,,
390-80-5128,Cairo,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,1/28/2019,5:58:00 PM,Credit card,19.15,4.761904762,0.9575,9.5,19.15,,,
235-46-8343,Giza,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26:00 AM,Credit card,276.6,4.761904762,13.83,8.9,276.6,,,
453-12-7053,Giza,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,03-10-2019,5:38:00 PM,Credit card,137.22,4.761904762,6.861,6.5,137.22,,,
296-11-7041,Cairo,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,01-12-2019,8:07:00 PM,Credit card,27.07,4.761904762,1.3535,5.3,27.07,,,
449-27-2918,Cairo,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,3/26/2019,11:02:00 AM,Credit card,39.12,4.761904762,1.956,9.6,39.12,,,
